id,submitdate,lastpage,startlanguage,seed,startdate,datestamp,refurl,ProlificID,SessionID,StudyID,group,Checks,Instruction,VMVE,VMIE,IMVE,IMIE,ComprehensionCheck,SAMontero[ComfortPublic],SAMontero[ComfortPrivate],SAPearson,SAKoelle,ConfidenceKoelle,LocationsRico[parking],LocationsRico[carpark],LocationsRico[servicearea],LocationsRico[pavement],LocationsRico[home],LocationsRico[driving],LocationsRico[passenger],LocationsRico[pub],LocationsRico[workplace],AudiencesRico[alone],AudiencesRico[partner],AudiencesRico[friends],AudiencesRico[colleagues],AudiencesRico[strangers],AudiencesRico[family],Gender,Age,SurveyFinished,interviewtime,groupTime7,ProlificIDTime,SessionIDTime,StudyIDTime,groupTime,ChecksTime,groupTime8,InstructionTime,VMVETime,VMIETime,IMVETime,IMIETime,ComprehensionCheckTime,groupTime10,SAMonteroTime,SAPearsonTime,SAKoelleTime,ConfidenceKoelleTime,LocationsRicoTime,AudiencesRicoTime,groupTime9,GenderTime,AgeTime,SurveyFinishedTime
68,2024-07-22 22:06:04,20,en,1223381620,2024-07-22 22:03:09,2024-07-22 22:06:04,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,38,,137.29,,,,,,,,14.67,,,,30.82,13.87,,7.83,5.56,5.19,4.32,21.24,15.13,,7.56,8.09,3.01
69,2024-07-22 22:05:39,20,en,879257421,2024-07-22 22:03:13,2024-07-22 22:05:39,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,2,5,4,4,4,1,2,3,2,5,4,2,3,3,5,6,3,2,1,4,male,21,,147.19,,,,,,,,12.56,,23.59,,,12.86,,10.05,5.58,7.81,8.03,35.95,16.23,,3.56,5.79,5.18
70,2024-07-22 22:07:21,20,en,1731671972,2024-07-22 22:03:22,2024-07-22 22:07:21,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,6,6,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,femal,57,,232.74,,,,,,,,11.59,,49.14,,,17.78,,8.09,6.17,9.57,9.7,60.64,49.38,,3.3,4.45,2.93
71,2024-07-22 22:09:40,20,en,30642725,2024-07-22 22:03:23,2024-07-22 22:09:40,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,4,5,3,4,5,5,6,6,4,5,4,5,5,5,4,5,femal,30,,329.26,,,,,,,,16.59,,61.64,,,25.53,,11.56,6.14,18.79,29.94,112.3,33.34,,3.7,5.13,4.6
72,2024-07-22 22:06:09,20,en,758536497,2024-07-22 22:03:25,2024-07-22 22:06:09,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,male,49,,156.86,,,,,,,,14.78,,,27.19,,24.54,,9.33,5.53,7.23,6.67,28.4,19.49,,3.79,6.19,3.72
73,2024-07-22 22:06:33,20,en,1865137698,2024-07-22 22:03:29,2024-07-22 22:06:32,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,54,,186.26,,,,,,,,65.87,,,24.57,,11.37,,6.08,5.84,6.9,5.8,32.6,14.23,,3.89,5.11,4
74,2024-07-22 22:05:28,20,en,75018411,2024-07-22 22:03:33,2024-07-22 22:05:28,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,2,2,3,4,2,2,3,2,2,3,2,2,2,2,2,4,4,2,2,4,femal,27,,114.5,,,,,,,,10.51,,24.05,,,8.88,,7.14,3.37,4.1,3.8,21.41,22.15,,3.04,3.57,2.48
75,,10,en,180070295,2024-07-22 22:03:58,2024-07-22 22:04:40,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,,,,,,,,19.42,,,,10.62,,,,,,,,,,,,
76,2024-07-22 22:06:54,20,en,1810810215,2024-07-22 22:04:03,2024-07-22 22:06:54,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,4,4,6,4,5,5,4,4,3,3,6,3,3,4,3,6,6,5,4,2,5,male,34,,158.12,,,,,,,,12.43,25.87,,,,14.73,,11.79,17.11,8.29,7.08,26.03,16.32,,9.27,3.83,5.37
77,2024-07-22 22:06:20,20,en,361497217,2024-07-22 22:04:08,2024-07-22 22:06:20,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,33,,130.2,,,,,,,,13.71,24.78,,,,11.08,,5.77,5.87,8.41,4.34,30.09,16.39,,3.35,3.79,2.62
78,2024-07-22 22:06:21,20,en,676468273,2024-07-22 22:04:10,2024-07-22 22:06:21,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,2,6,6,5,6,5,3,3,2,3,2,6,1,2,4,5,4,4,3,3,4,male,29,,129,,,,,,,,12.78,36.9,,,,7.58,,5.93,5.25,5.15,3.97,26.88,9.65,,8.15,3.45,3.31
79,2024-07-22 22:06:59,20,en,1949326024,2024-07-22 22:04:10,2024-07-22 22:06:59,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,male,34,,166.59,,,,,,,,9.05,,,44.2,,6.15,,7.84,3.87,8.89,6.29,41.81,26.01,,3.73,4.91,3.84
80,2024-07-22 22:07:00,20,en,865551319,2024-07-22 22:04:10,2024-07-22 22:07:00,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,femal,44,,161.77,,,,,,,,14.38,26.89,,,,14.92,,14.57,6.66,11.7,7.74,37.38,16.39,,3.26,4.37,3.51
81,2024-07-22 22:06:55,20,en,1222041845,2024-07-22 22:04:10,2024-07-22 22:06:55,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,46,,159.23,,,,,,,,12.6,,,,23.47,12.89,,8.93,6.04,7.41,8.41,45.32,17.56,,4.76,7.75,4.09
82,2024-07-22 22:06:12,20,en,1171779183,2024-07-22 22:04:11,2024-07-22 22:06:12,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,31,,121.48,,,,,,,,3.51,,,23,,7.88,,6.72,6.38,5.92,3.88,33.9,17.83,,2.94,3.74,5.78
83,2024-07-22 22:07:11,20,en,7657145,2024-07-22 22:04:15,2024-07-22 22:07:11,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,29,,171.32,,,,,,,,15.12,25.55,,,,14.73,,10.72,5.26,11.63,6.18,49.71,16.52,,4.04,6.98,4.88
84,2024-07-22 22:07:28,20,en,852846660,2024-07-22 22:04:21,2024-07-22 22:07:28,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,4,6,4,7,6,3,3,2,3,5,6,6,3,5,4,5,5,2,1,5,femal,26,,186.39,,,,,,,,15.22,,33.08,,,9.28,,9.87,8.3,5.58,6.18,54.54,23.51,,4.8,6.76,9.27
85,2024-07-22 22:07:32,20,en,1838344140,2024-07-22 22:04:27,2024-07-22 22:07:32,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,5,6,5,7,6,5,5,5,4,5,6,6,6,5,5,5,5,5,4,5,male,45,,173.76,,,,,,,,13.14,,49.45,,,9.07,,12.07,4.94,3.7,4.67,45,19.65,,4.98,4.17,2.92
86,2024-07-22 22:07:07,20,en,39106509,2024-07-22 22:04:32,2024-07-22 22:07:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,4,4,4,4,4,1,6,4,4,5,5,5,5,4,5,femal,25,,105.99,,,,,,,,9.91,,,23.3,,7.28,,7.14,3.47,6.05,4.15,25.26,10.33,,2.75,3.99,2.36
87,2024-07-22 22:07:07,20,en,851728874,2024-07-22 22:04:37,2024-07-22 22:07:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,5,5,4,6,5,4,4,4,4,4,1,6,6,4,4,4,4,3,3,4,femal,27,,149.03,,,,,,,,18.58,,,32.22,,17.41,,6.64,5.35,6.42,6.56,31.35,12.57,,3.89,4.36,3.68
88,,9,en,1803109891,2024-07-22 22:04:38,2024-07-22 22:05:09,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.11,,,,,,,,23.11,,,,,,,,,,,,,,,,
89,2024-07-22 22:06:52,20,en,966971238,2024-07-22 22:04:38,2024-07-22 22:06:52,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,femal,59,,128.38,,,,,,,,10.92,,,,43,8.79,,9.4,5.44,6.47,4.92,19.08,8.79,,5.01,4.02,2.54
90,2024-07-22 22:07:15,20,en,265078374,2024-07-22 22:04:42,2024-07-22 22:07:15,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,femal,47,,150.82,,,,,,,,11.67,31.61,,,,11.22,,8.15,4.17,17.69,6.35,32.26,16.23,,3.23,6.05,2.19
91,,10,en,955505703,2024-07-22 22:04:49,2024-07-22 22:06:22,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.63,,,,,,,,17.15,,,,54.48,,,,,,,,,,,,
92,2024-07-22 22:07:14,20,en,1811999406,2024-07-22 22:04:50,2024-07-22 22:07:14,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,31,,134.15,,,,,,,,13.45,25.17,,,,9.61,,8.59,5,4.84,7.29,36.4,11.37,,4.51,4.65,3.27
93,2024-07-22 22:07:01,20,en,308196187,2024-07-22 22:04:50,2024-07-22 22:07:01,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,3,6,6,5,7,7,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,femal,20,,129.06,,,,,,,,7.97,25.64,,,,13.36,,7.99,4.77,6.36,6.23,22.83,17.84,,5.25,4.94,5.88
94,2024-07-22 22:11:18,20,en,214884269,2024-07-22 22:04:52,2024-07-22 22:11:18,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,5,6,4,6,6,4,4,4,4,6,6,6,6,4,4,5,5,5,4,5,femal,61,,358.54,,,,,,,,22.54,,,138.11,,45.78,,15.97,6.45,5.55,10.23,72.17,22.35,,5,7.53,6.86
95,2024-07-22 22:08:24,20,en,35691068,2024-07-22 22:05:10,2024-07-22 22:08:24,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,2,4,5,3,4,4,3,4,4,4,5,6,6,6,4,5,4,4,4,6,5,femal,63,,185.56,,,,,,,,12.06,,,50.72,,13.15,,13.39,5.91,7.74,9.4,38.11,22.24,,3.11,5.3,4.43
96,2024-07-22 22:07:24,20,en,1162679247,2024-07-22 22:05:10,2024-07-22 22:07:24,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,5,5,7,7,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,male,36,,132.39,,,,,,,,13.3,21.64,,,,13.39,,8.5,4.85,7.19,5.58,32.43,13.87,,4.05,4.15,3.44
97,2024-07-22 22:08:33,20,en,73132986,2024-07-22 22:05:12,2024-07-22 22:08:33,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,femal,24,,201.03,,,,,,,,14.69,,73.82,,,14.27,,8.51,5.53,8.86,5.74,41.86,12.73,,4.95,4.69,5.38
98,,10,en,925133845,2024-07-22 22:05:13,2024-07-22 22:06:00,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.76,,,,,,,,11.35,27.41,,,,,,,,,,,,,,,
99,2024-07-22 22:07:46,20,en,148064539,2024-07-22 22:05:19,2024-07-22 22:07:46,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,5,6,5,5,5,5,5,male,36,,134.91,,,,,,,,10.63,,,36.06,,8.4,,6.55,5.94,4.12,4.09,26.84,20.43,,4.06,3.64,4.15
100,2024-07-22 22:07:54,20,en,2103275456,2024-07-22 22:05:28,2024-07-22 22:07:54,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,5,6,5,7,6,5,5,5,4,5,6,6,5,5,5,5,5,5,5,5,male,34,,142.83,,,,,,,,11.48,22.96,,,,16.97,,9,9.83,8.11,6.39,33.97,12.94,,2.74,5.27,3.17
101,2024-07-22 22:08:19,20,en,111228686,2024-07-22 22:05:39,2024-07-22 22:08:19,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,3,3,5,5,3,4,4,4,3,5,6,6,6,3,5,5,3,2,2,4,femal,35,,154.23,,,,,,,,11.77,,24.23,,,13.56,,13.49,5.01,10.44,7.73,34.21,20.76,,3.86,5.59,3.58
102,2024-07-22 22:09:42,20,en,997237785,2024-07-22 22:05:43,2024-07-22 22:09:42,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,4,5,5,4,6,6,5,5,5,6,6,6,6,6,6,5,5,5,5,2,5,male,69,,240.18,,,,,,,,13.04,,38.57,,,25.35,,16.39,9.1,8.71,7.93,51.75,46.32,,5.86,7.36,9.8
103,2024-07-22 22:08:19,20,en,1854021020,2024-07-22 22:05:43,2024-07-22 22:08:19,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,22,,151.5,,,,,,,,3.08,,,,20.58,11.69,,27.42,6.47,7.17,5.46,32.26,19.52,,4.09,7.43,6.33
104,2024-07-22 22:07:54,20,en,1001282831,2024-07-22 22:05:49,2024-07-22 22:07:54,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,femal,20,,115.16,,,,,,,,13.94,,23.43,,,9.5,,6.9,5.54,6.3,5.73,15.43,12.43,,3.92,4.3,7.74
105,2024-07-22 22:09:02,20,en,624375304,2024-07-22 22:05:57,2024-07-22 22:09:02,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,2,2,2,3,3,2,2,2,2,2,6,6,2,2,3,2,2,2,2,2,male,27,,172.06,,,,,,,,10.63,,,,41.45,11.66,,15.58,7.8,9.8,8.64,36.46,17.73,,4.54,4.31,3.46
106,2024-07-22 22:09:06,20,en,476793568,2024-07-22 22:06:08,2024-07-22 22:09:06,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,6,5,5,5,5,5,6,6,6,5,5,5,5,4,5,5,male,29,,173.56,,,,,,,,19.72,,,24.6,,8.67,,6.14,4.96,4.5,6.2,38.84,14.21,,3.54,3.49,38.69
107,2024-07-22 22:08:32,20,en,892163304,2024-07-22 22:06:16,2024-07-22 22:08:32,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,47,,125.87,,,,,,,,13.09,,,25.53,,11.53,,7.13,4.72,6.2,4.74,26.4,16.11,,3.4,4.23,2.79
108,2024-07-22 22:09:29,20,en,977495914,2024-07-22 22:06:18,2024-07-22 22:09:29,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,42,,165.18,,,,,,,,11.92,,,33.66,,15.08,,11.63,5.2,8.02,7.01,39.58,18.37,,4.69,6.35,3.67
109,2024-07-22 22:09:24,20,en,774865180,2024-07-22 22:06:22,2024-07-22 22:09:24,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,6,6,6,3,3,1,6,1,3,6,6,6,6,6,6,femal,59,,172.47,,,,,,,,12.14,,,29.23,,11.54,,9.82,6.96,6.01,6.26,56.12,19.87,,5,5.04,4.48
110,2024-07-22 22:08:30,20,en,1986878313,2024-07-22 22:06:27,2024-07-22 22:08:30,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,femal,24,,120.93,,,,,,,,16.86,,,27.51,,7.87,,5.96,2.66,5.62,4.93,26.08,12.14,,2.36,4.14,4.8
111,2024-07-22 22:09:20,20,en,246574158,2024-07-22 22:06:27,2024-07-22 22:09:19,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,5,5,5,6,5,4,5,4,4,4,6,6,4,4,5,4,4,4,3,4,male,30,,171.08,,,,,,,,14.68,,,,25.11,13.15,,16.58,5.96,8.51,9.02,43.84,19.49,,4.5,6.24,4
112,2024-07-22 22:08:44,20,en,238910145,2024-07-22 22:06:28,2024-07-22 22:08:44,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,5,5,5,7,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,31,,137.28,,,,,,,,9.71,,,,22.66,10.06,,7.84,7.65,6.65,5.56,30.75,22.98,,3.26,3.77,6.39
113,2024-07-22 22:09:00,20,en,2130665641,2024-07-22 22:06:34,2024-07-22 22:09:00,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,49,,143.65,,,,,,,,12.03,,,,44.82,10.15,,6.17,5.83,7.25,4.05,24.87,14.05,,4.55,5.23,4.65
114,2024-07-22 22:09:14,20,en,1327181550,2024-07-22 22:06:37,2024-07-22 22:09:14,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,6,7,5,5,5,5,3,6,6,6,3,5,5,5,5,4,5,male,56,,117.93,,,,,,,,2.74,10.58,,,,4.34,,7.82,4.56,4.57,4.74,50.46,15.17,,3.29,6.35,3.31
115,2024-07-22 22:10:29,20,en,1994699993,2024-07-22 22:06:40,2024-07-22 22:10:29,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,2,4,4,4,2,2,3,2,2,4,6,6,6,3,5,4,3,3,2,4,male,54,,213.98,,,,,,,,14.04,,60.43,,,13.12,,13.06,11.59,8.39,7.47,43.4,28.26,,4.32,4.5,5.4
116,2024-07-22 22:09:07,20,en,1561231811,2024-07-22 22:06:50,2024-07-22 22:09:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,femal,31,,135.33,,,,,,,,15.19,,,23.1,,13.72,,8.82,7.04,4.97,5.96,19.84,20.2,,4.36,6.48,5.65
117,2024-07-22 22:09:50,20,en,568716287,2024-07-22 22:06:52,2024-07-22 22:09:50,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,6,5,5,5,4,5,6,6,6,5,5,5,5,5,3,5,male,38,,177.76,,,,,,,,10.66,,,,31.14,14.34,,10.11,6.1,9.86,12.5,45.58,19.28,,4.26,8,5.93
118,2024-07-22 22:11:00,20,en,159263226,2024-07-22 22:06:52,2024-07-22 22:11:00,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,male,63,,189.48,,,,,,,,16.27,,,24.15,,24.31,,12.66,6.35,9.91,8.68,51.18,21.5,,4.09,6.64,3.74
119,2024-07-22 22:11:39,20,en,487130568,2024-07-22 22:06:53,2024-07-22 22:11:39,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,3,3,4,6,6,5,5,5,5,6,6,6,6,6,3,2,4,4,5,3,femal,32,,268.69,,,,,,,,21.77,,,,42.12,16.1,,23.98,9.82,14.1,8.21,72.35,42.98,,4.46,6.42,6.38
120,2024-07-22 22:10:30,20,en,2144304065,2024-07-22 22:06:54,2024-07-22 22:10:30,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,65,,203.87,,,,,,,,12.71,,,55.24,,15.4,,8.97,7.1,9.99,5.86,45.94,22.54,,5.98,6.64,7.5
121,,10,en,357613854,2024-07-22 22:06:58,2024-07-22 22:07:42,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.21,,,,,,,,10.29,,,25.92,,,,,,,,,,,,,
122,2024-07-22 22:09:17,20,en,1314058727,2024-07-22 22:06:58,2024-07-22 22:09:17,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,diver,36,,128.46,,,,,,,,8.84,,26.17,,,10.83,,9.5,5.6,7.03,6.02,26.67,10.7,,5.97,6.24,4.89
123,2024-07-22 22:09:22,20,en,65272547,2024-07-22 22:06:59,2024-07-22 22:09:22,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,22,,138.19,,,,,,,,14.23,,,,25.71,13.25,,6.45,6.72,10.92,5.2,26.09,13.27,,5.92,4.72,5.71
124,2024-07-22 22:09:38,20,en,941342250,2024-07-22 22:06:59,2024-07-22 22:09:38,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,2,5,4,7,2,2,2,2,2,5,6,2,2,2,1,5,5,5,1,5,femal,34,,147.17,,,,,,,,8.1,,,,24.82,9.18,,20.63,5.93,4.84,5.28,39.21,17.75,,4.12,4.04,3.27
125,2024-07-22 22:10:07,20,en,848988712,2024-07-22 22:07:12,2024-07-22 22:10:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,4,5,5,6,4,3,3,3,3,5,6,6,6,3,3,4,4,3,2,4,femal,22,,164.56,,,,,,,,14.52,,,27.55,,15.7,,10.76,16.1,7.69,11.32,29.35,16.34,,2.96,5.98,6.29
126,2024-07-22 22:11:11,20,en,2005131834,2024-07-22 22:07:16,2024-07-22 22:11:11,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,5,4,4,3,3,5,6,6,3,5,4,5,3,5,2,5,male,57,,222.4,,,,,,,,22.43,55.45,,,,16.62,,10.02,7.81,8.19,12.18,52.01,23.9,,4.22,4.45,5.12
127,2024-07-22 22:10:48,20,en,1272828823,2024-07-22 22:07:18,2024-07-22 22:10:48,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,male,36,,207.05,,,,,,,,11.16,,61.23,,,19.69,,10.95,6.11,6.74,9.11,50.23,19.37,,3.96,4.41,4.09
128,2024-07-22 22:10:30,20,en,1149978454,2024-07-22 22:07:20,2024-07-22 22:10:30,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,24,,166.94,,,,,,,,14.89,33.84,,,,15.79,,7.3,5,6.59,5.92,47.45,15.47,,3.7,6.97,4.02
129,2024-07-22 22:10:28,20,en,1461876185,2024-07-22 22:07:20,2024-07-22 22:10:28,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,26,,184.49,,,,,,,,16.31,,,35.75,,27.64,,8.88,7.13,6.47,7.79,43.76,18.06,,5,4.24,3.46
130,2024-07-22 22:10:04,20,en,1538582794,2024-07-22 22:07:20,2024-07-22 22:10:04,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,5,6,5,6,5,5,5,5,5,male,32,,156.41,,,,,,,,15.4,36.07,,,,11.6,,5.92,5.02,10.03,4.21,38.91,19.21,,4.03,3.03,2.98
131,,-1,en,688405809,2024-07-22 22:07:23,2024-07-22 22:07:23,,,,66978d746fdddabc9c3b2ff4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
132,2024-07-22 22:10:52,20,en,63765543,2024-07-22 22:07:25,2024-07-22 22:10:52,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,male,37,,198.96,,,,,,,,15.89,,,65,,15.4,,8.07,5.64,7.19,4.97,33.8,26.18,,5.78,5.86,5.18
133,2024-07-22 22:10:31,20,en,1026971731,2024-07-22 22:07:25,2024-07-22 22:10:31,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,44,,167.11,,,,,,,,19.18,,,47.49,,9.59,,8.61,12.16,5.56,4.7,29.19,18.54,,3.72,4.7,3.67
134,2024-07-22 22:10:17,20,en,251599843,2024-07-22 22:07:31,2024-07-22 22:10:17,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,24,,160.76,,,,,,,,14.23,40.93,,,,17.76,,9.33,4.86,6.03,3.53,33.73,14.6,,8.19,3.99,3.58
135,2024-07-22 22:09:56,20,en,635863268,2024-07-22 22:07:33,2024-07-22 22:09:56,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,27,,105.41,,,,,,,,5.71,,,35.15,,5.66,,5.8,3.69,4.07,2.59,20.53,11.84,,3.36,4.51,2.5
136,2024-07-22 22:11:53,20,en,279655939,2024-07-22 22:07:33,2024-07-22 22:11:53,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,3,6,6,5,7,5,5,5,5,5,5,6,6,6,5,5,5,5,5,4,5,male,21,,249.79,,,,,,,,6.67,,29.77,,,11.16,,9.24,6.18,5.48,7.09,133.04,26.93,,4.42,6.59,3.22
